rank	domain	rank_bucket	https_url	dns_success	main_commit_success	main_http_status	main_commit_latency_ms	domcontentloaded	domcontentloaded_latency_ms	subresource_failed_count	warning_count	policy_exclusion_reason	hard_failure_reason	reachable	audit_timestamp
1107	typeform.com	rank_1001_100000	https://typeform.com/	True	True	200	2701	False	0	0	1			True	2026-08-28T08:18:35Z
1108	craigslist.org	rank_1001_100000	https://craigslist.org/	True	False	403	2974	False	0	0	0		RuntimeError:unacceptable_main_http_status:403	False	2026-08-28T08:18:35Z
1109	nypost.com	rank_1001_100000	https://nypost.com/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_CLOSED at https://nypost.com/
Call log:
  - navigating to ""https://nypost.com/"", waiting until ""commit""
"	False	2026-08-28T08:18:35Z
1110	cdnhwc2.com	rank_1001_100000	https://cdnhwc2.com/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:18:35Z
1111	us.com	rank_1001_100000	https://us.com/	True	True	200	2007	True	9420	1	1			True	2026-08-28T08:18:35Z
1112	wetteronline.de	rank_1001_100000	https://wetteronline.de/	True	False	403	758	False	0	0	0		RuntimeError:unacceptable_main_http_status:403	False	2026-08-28T08:18:35Z
1113	tnaflix.com	rank_1001_100000	https://tnaflix.com/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_REFUSED at https://tnaflix.com/
Call log:
  - navigating to ""https://tnaflix.com/"", waiting until ""commit""
"	False	2026-08-28T08:18:48Z
1114	yale.edu	rank_1001_100000	https://yale.edu/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://yale.edu/
Call log:
  - navigating to ""https://yale.edu/"", waiting until ""commit""
"	False	2026-08-28T08:18:48Z
1115	gsmarena.com	rank_1001_100000	https://gsmarena.com/	True	True	200	2129	True	2131	1	1			True	2026-08-28T08:18:48Z
1116	skysports.com	rank_1001_100000	https://skysports.com/	True	True	200	2061	True	4539	0	0			True	2026-08-28T08:18:48Z
1117	mythad.com	rank_1001_100000	https://mythad.com/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:18:48Z
1118	gtm-a2b2.com	rank_1001_100000	https://gtm-a2b2.com/	True	False	0	0	False	0	0	0		"TimeoutError:Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://gtm-a2b2.com/"", waiting until ""commit""
"	False	2026-08-28T08:18:48Z
1119	cookpad.com	rank_1001_100000	https://cookpad.com/	True	True	200	3277	True	8719	2	1			True	2026-08-28T08:18:48Z
1120	bitdefender.net	rank_1001_100000	https://bitdefender.net/	True	True	200	3610	True	7107	1	1			True	2026-08-28T08:18:48Z
1121	plex.direct	rank_1001_100000	https://plex.direct/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_REFUSED at https://plex.direct/
Call log:
  - navigating to ""https://plex.direct/"", waiting until ""commit""
"	False	2026-08-28T08:19:18Z
1122	olx.pl	rank_1001_100000	https://olx.pl/	True	False	403	1158	False	0	0	0		RuntimeError:unacceptable_main_http_status:403	False	2026-08-28T08:19:18Z
1123	apa.org	rank_1001_100000	https://apa.org/	True	True	200	1986	True	3558	1	1	captcha_blocking		False	2026-08-28T08:19:18Z
1124	usercentrics.eu	rank_1001_100000	https://usercentrics.eu/	True	True	200	2882	True	3861	2	1			True	2026-08-28T08:19:18Z
1125	gofundme.com	rank_1001_100000	https://gofundme.com/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_REFUSED at https://gofundme.com/
Call log:
  - navigating to ""https://gofundme.com/"", waiting until ""commit""
"	False	2026-08-28T08:19:18Z
1126	xhaccess.com	rank_1001_100000	https://xhaccess.com/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_RESET at https://xhaccess.com/
Call log:
  - navigating to ""https://xhaccess.com/"", waiting until ""commit""
"	False	2026-08-28T08:19:18Z
1127	conviva.com	rank_1001_100000	https://conviva.com/	True	True	200	2038	True	5355	7	1			True	2026-08-28T08:19:18Z
1128	mercadolibre.com	rank_1001_100000	https://mercadolibre.com/	True	False	403	896	False	0	0	0		RuntimeError:unacceptable_main_http_status:403	False	2026-08-28T08:19:18Z
1129	fortune.com	rank_1001_100000	https://fortune.com/	True	True	200	1125	True	1625	0	0			True	2026-08-28T08:19:39Z
1130	finn.no	rank_1001_100000	https://finn.no/	True	True	200	2401	False	0	0	1			True	2026-08-28T08:19:39Z
1131	rutube.ru	rank_1001_100000	https://rutube.ru/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_REFUSED at https://rutube.ru/
Call log:
  - navigating to ""https://rutube.ru/"", waiting until ""commit""
"	False	2026-08-28T08:19:39Z
1132	usps.com	rank_1001_100000	https://usps.com/	True	True	200	3144	True	7419	1	1			True	2026-08-28T08:19:39Z
1133	yximgs.com	rank_1001_100000	https://yximgs.com/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:19:39Z
1134	mercadolibre.com.mx	rank_1001_100000	https://mercadolibre.com.mx/	True	False	403	924	False	0	0	0		RuntimeError:unacceptable_main_http_status:403	False	2026-08-28T08:19:39Z
1135	amd.com	rank_1001_100000	https://amd.com/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://amd.com/
Call log:
  - navigating to ""https://amd.com/"", waiting until ""commit""
"	False	2026-08-28T08:19:39Z
1136	hltv.org	rank_1001_100000	https://hltv.org/	True	False	403	2366	False	0	0	0		RuntimeError:unacceptable_main_http_status:403	False	2026-08-28T08:19:39Z
1137	msauth.net	rank_1001_100000	https://msauth.net/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:20:00Z
1138	he.net	rank_1001_100000	https://he.net/	True	True	200	1053	True	1219	1	1			True	2026-08-28T08:20:00Z
1139	byteoversea.com	rank_1001_100000	https://byteoversea.com/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:20:00Z
1140	lanacion.com.ar	rank_1001_100000	https://lanacion.com.ar/	True	True	200	3195	False	0	5	2			True	2026-08-28T08:20:00Z
1141	moe.video	rank_1001_100000	https://moe.video/	True	True	200	1400	True	2712	3	1			True	2026-08-28T08:20:00Z
1142	vivo.com	rank_1001_100000	https://vivo.com/	True	True	200	228	True	3292	0	0			True	2026-08-28T08:20:00Z
1143	alipay.com	rank_1001_100000	https://alipay.com/	True	True	200	479	True	1591	0	0			True	2026-08-28T08:20:00Z
1144	samsungcloud.tv	rank_1001_100000	https://samsungcloud.tv/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:20:00Z
1145	mps.gov.cn	rank_1001_100000	https://mps.gov.cn/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:20:14Z
1146	yastatic.net	rank_1001_100000	https://yastatic.net/	True	True	200	4243	True	10021	1	1	captcha_blocking		False	2026-08-28T08:20:14Z
1147	clarin.com	rank_1001_100000	https://clarin.com/	True	False	403	1590	False	0	0	0		RuntimeError:unacceptable_main_http_status:403	False	2026-08-28T08:20:14Z
1148	rbc.ru	rank_1001_100000	https://rbc.ru/	True	False	401	5010	False	0	0	0		RuntimeError:unacceptable_main_http_status:401	False	2026-08-28T08:20:14Z
1149	meethue.com	rank_1001_100000	https://meethue.com/	True	True	200	4947	True	9169	1	1			True	2026-08-28T08:20:14Z
1150	safety.google	rank_1001_100000	https://safety.google/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_CLOSED at https://safety.google/
Call log:
  - navigating to ""https://safety.google/"", waiting until ""commit""
"	False	2026-08-28T08:20:14Z
1151	privacy-mgmt.com	rank_1001_100000	https://privacy-mgmt.com/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:20:14Z
1152	contentsquare.net	rank_1001_100000	https://contentsquare.net/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:20:14Z
1153	nsone.net	rank_1001_100000	https://nsone.net/	True	True	200	5778	False	0	0	1			True	2026-08-28T08:20:35Z
1154	cbc.ca	rank_1001_100000	https://cbc.ca/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_REFUSED at https://cbc.ca/
Call log:
  - navigating to ""https://cbc.ca/"", waiting until ""commit""
"	False	2026-08-28T08:20:35Z
1155	company-target.com	rank_1001_100000	https://company-target.com/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_SSL_VERSION_OR_CIPHER_MISMATCH at https://company-target.com/
Call log:
  - navigating to ""https://company-target.com/"", waiting until ""commit""
"	False	2026-08-28T08:20:35Z
1156	cspserver.net	rank_1001_100000	https://cspserver.net/	True	False	404	1295	False	0	0	0		RuntimeError:unacceptable_main_http_status:404	False	2026-08-28T08:20:35Z
1157	letsencrypt.org	rank_1001_100000	https://letsencrypt.org/	True	True	200	1169	True	4513	0	0			True	2026-08-28T08:20:35Z
1158	xhname.com	rank_1001_100000	https://xhname.com/	True	True	200	1564	True	7430	0	0			True	2026-08-28T08:20:35Z
1159	coursera.org	rank_1001_100000	https://coursera.org/	True	True	200	1997	True	5088	0	0			True	2026-08-28T08:20:35Z
1160	susercontent.com	rank_1001_100000	https://susercontent.com/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:20:35Z
1161	spamhaus.org	rank_1001_100000	https://spamhaus.org/	True	True	200	1962	False	0	0	1			True	2026-08-28T08:20:56Z
1162	economist.com	rank_1001_100000	https://economist.com/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_REFUSED at https://economist.com/
Call log:
  - navigating to ""https://economist.com/"", waiting until ""commit""
"	False	2026-08-28T08:20:56Z
1163	dafont.com	rank_1001_100000	https://dafont.com/	True	True	200	2803	True	4957	6	1			True	2026-08-28T08:20:56Z
1164	pimpbunny.com	rank_1001_100000	https://pimpbunny.com/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_REFUSED at https://pimpbunny.com/
Call log:
  - navigating to ""https://pimpbunny.com/"", waiting until ""commit""
"	False	2026-08-28T08:20:56Z
1165	xiaohongshu.com	rank_1001_100000	https://xiaohongshu.com/	True	True	200	496	True	1300	0	0			True	2026-08-28T08:20:56Z
1166	sahibinden.com	rank_1001_100000	https://sahibinden.com/	True	False	403	2781	False	0	0	0		RuntimeError:unacceptable_main_http_status:403	False	2026-08-28T08:20:56Z
1167	wetter.com	rank_1001_100000	https://wetter.com/	True	True	200	2224	True	4657	0	0			True	2026-08-28T08:20:56Z
1168	dribbble.com	rank_1001_100000	https://dribbble.com/	True	True	202	1347	True	4237	0	0			True	2026-08-28T08:20:56Z
1169	gismeteo.ru	rank_1001_100000	https://gismeteo.ru/	True	True	200	1436	True	7004	13	1			True	2026-08-28T08:21:17Z
1170	upenn.edu	rank_1001_100000	https://upenn.edu/	True	True	200	570	False	0	2	2			True	2026-08-28T08:21:17Z
1171	sectigo.com	rank_1001_100000	https://sectigo.com/	True	True	200	3476	False	0	0	1			True	2026-08-28T08:21:17Z
